case_id,status,employer,soc_name,job_title,full_time,wage
537,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67413
538,CERTIFIED-WITHDRAWN,UNIVERSITY OF MICHIGAN,"GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",ASSISTANT RESEARCH SCIENTIST,N,60756.8
539,CERTIFIED-WITHDRAWN,HARVARD UNIVERSITY,"ELECTRICAL ENGINEERS, R&D",POSTDOCTORAL FELLOW,Y,37690
540,CERTIFIED-WITHDRAWN,L PERRIGO COMPANY,COMPUTER SYSTEMS ANALYSTS,SAP SENIOR SECURITY ENGINEER,Y,73570
541,CERTIFIED-WITHDRAWN,NORTHWESTERN UNIVERSITY,BIOCHEMISTS AND BIOPHYSICISTS,RESEARCH ASSOCIATE,Y,38293
542,CERTIFIED-WITHDRAWN,JPMORGAN CHASE & CO,"SOFTWARE DEVELOPERS, APPLICATIONS",APPLICATION DEVELOPER,Y,117707
543,CERTIFIED-WITHDRAWN,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,"POLITICAL SCIENCE TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,48930
544,CERTIFIED-WITHDRAWN,UNIVERSITY OF MICHIGAN,"MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,47980
545,WITHDRAWN,TELETECH SERVICES CORPORATION,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",ERP SENIOR PROGRAMMER/ANALYST,Y,80704
546,WITHDRAWN,INTEL CORPORATION,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",COMPONENT DESIGN ENGINEER,Y,75630
547,CERTIFIED-WITHDRAWN,RESEARCH TRIANGLE INSTITUTE,SURVEY RESEARCHERS,RESEARCH SURVEY METHODOLOGIST 3,Y,52166
548,CERTIFIED-WITHDRAWN,"UNIVERSITY OF CALIFORNIA, DAVIS",SOIL AND PLANT SCIENTISTS,POSTDOCTORAL SCHOLAR,Y,38496
549,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,56493
550,CERTIFIED-WITHDRAWN,"VARIAN MEDICAL SYSTEMS, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER",ELECTRICAL ENGINEER,Y,102065
551,WITHDRAWN,MARY HITCHCOCK MEMORIAL HOSPITAL/DHMC,PHARMACISTS,PHARMASCIST,Y,97406.4
552,CERTIFIED-WITHDRAWN,"UNIVERSITY OF CALIFORNIA, DAVIS",MICROBIOLOGISTS,POSTDOCTORAL SCHOLAR,Y,38496
553,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 4),Y,90106
554,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"MANAGERS, ALL OTHER",PROGRAM MANAGER,Y,89981
555,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,63877
556,CERTIFIED-WITHDRAWN,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,"BUSINESS TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,41690
557,WITHDRAWN,UNITED SOFTWARE GROUP INC.,COMPUTER PROGRAMMERS,SENIOR PROGRAMMER ANALYST,Y,60674
558,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF GEORGIA,"BIOLOGICAL SCIENTISTS, ALL OTHER",POST DOCTORAL RESEARCH ASSOCIATE,Y,37336
559,CERTIFIED-WITHDRAWN,HARMONY SCHOOL OF POLITICAL SCIENCE AND COMMUNICATION,"EDUCATION ADMINISTRATORS, ELEMENTARY AND SECONDARY",PRINCIPAL,Y,57540
560,CERTIFIED-WITHDRAWN,WEBILENT TECHNOLOGY INC,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS*,COMPUTER SYSTEMS ADMINISTRATOR,Y,57616
561,CERTIFIED-WITHDRAWN,JOHNS HOPKINS UNIVERSITY,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",INSTRUCTOR,Y,44346
562,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
563,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
564,CERTIFIED-WITHDRAWN,CHILDREN'S NATIONAL MEDICAL CENTER,BIOMEDICAL ENGINEERS,"ASSISTANT PROFESSOR, BIOENGINEERING",Y,82722
565,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
566,WITHDRAWN,"JOHNSON CONTROLS, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER",ELECTRONICS VALIDATION TEST ENGINEER,Y,55099
567,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
568,WITHDRAWN,"REALPAGE, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",DEVELOPER III,Y,87443
569,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
570,CERTIFIED-WITHDRAWN,"CORINTHIAN COLLEGES, INC.",FINANCIAL MANAGERS,"VICE PRESIDENT, INTERNAL AUDIT",Y,164819
571,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
572,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF CHICAGO,BIOCHEMISTS AND BIOPHYSICISTS,POSTDOCTORAL SCHOLAR,Y,38293
573,CERTIFIED-WITHDRAWN,BETH ISRAEL DEACONESS MEDICAL CENTER,"BIOLOGICAL SCIENTISTS, ALL OTHER",INSTRUCTOR / RESEARCH FELLOW,Y,43389
574,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,60674
575,CERTIFIED-WITHDRAWN,"ATTENSITY AMERICAS, INC.","COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE",DATA ANALYTICS ENGINEER,Y,114566
576,CERTIFIED-WITHDRAWN,HARVARD UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW,Y,33010
577,CERTIFIED-WITHDRAWN,INTONE NETWORKS INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",SAP BW DEVELOPER,Y,69493
578,CERTIFIED-WITHDRAWN,TEXAS A&M UNIVERSITY,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR LEAD SOFTWARE APPLICATIONS DEVELOPER,Y,76294
579,CERTIFIED-WITHDRAWN,EMORY UNIVERSITY,OPERATIONS RESEARCH ANALYSTS,BUSINESS ANALYST II,Y,46904
580,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,56930
581,CERTIFIED-WITHDRAWN,INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,BIOCHEMISTS AND BIOPHYSICISTS,POSTDOCTORAL RESEARCH ASSOCIATE,Y,38292.8
582,CERTIFIED-WITHDRAWN,"XENOSOFT TECHNOLOGIES, INC",COMPUTER PROGRAMMERS,SR PROGRAMMER ANALYST,Y,63877
583,CERTIFIED-WITHDRAWN,"HALOZYME, INC.",BIOCHEMISTS AND BIOPHYSICISTS,"RESEARCH SCIENTIST 2, TRANSLATIONAL BIOLOGY",Y,73154
584,WITHDRAWN,CUMMINS INC.,MECHANICAL ENGINEERS,CALIBRATION AND METROLOGY ENGINEER,Y,70034
585,CERTIFIED-WITHDRAWN,GENERAL HOSPITAL CORPORATION,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",RESEARCH FELLOW,Y,46342
586,CERTIFIED-WITHDRAWN,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",RESEARCH ASSISTANT PROFESSOR,Y,35214
587,CERTIFIED-WITHDRAWN,INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,BIOCHEMISTS AND BIOPHYSICISTS,POSTDOCTORAL RESEARCH ASSOCIATE,Y,38292.8
588,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,56763
589,CERTIFIED-WITHDRAWN,MICHIGAN STATE UNIVERSITY,CHEMISTS,VISITING RESEARCH ASSOCIATE,Y,35921.6
590,CERTIFIED-WITHDRAWN,THE BROOKINGS INSTITUTION,"SOCIAL SCIENTISTS AND RELATED WORKERS, ALL OTHER",FELLOW - INTERNAL DISPLACEMENT PROJECT,Y,74227
591,WITHDRAWN,TETRA PAK,ELECTRICAL ENGINEERS,AUTOMATION SPECIALIST,Y,81141
592,CERTIFIED-WITHDRAWN,NEXTEER AUTOMOTIVE,MANAGEMENT ANALYSTS,BUSINESS ANALYST/CONSULTANT,Y,69805
593,CERTIFIED,"CROSSBAR, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER",SR. PROCESS DEVELOPMENT ENGINEER,Y,87090
594,CERTIFIED-WITHDRAWN,BARCLAYS SERVICES CORP.,FINANCIAL ANALYSTS,"ASSISTANT VICE PRESIDENT, GLOBAL FINANCE - PRODUCT CONTROL",Y,62566
595,CERTIFIED-WITHDRAWN,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",POSTDOCTORAL RESEARCH FELLOW,Y,39853
596,CERTIFIED-WITHDRAWN,JPMORGAN CHASE & CO.,FINANCIAL ANALYSTS,ASSOCIATE - FINANCE & BUSINESS MANAGEMENT,Y,66851
597,CERTIFIED-WITHDRAWN,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,BIOCHEMISTS AND BIOPHYSICISTS,POSTDOCTORAL FELLOW,Y,38293
598,CERTIFIED-WITHDRAWN,R&F INC.,PHYSICAL THERAPISTS,STAFF PHYSICAL THERAPIST,Y,53227
599,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF IOWA,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,77220
600,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,64792
601,CERTIFIED-WITHDRAWN,BETH ISRAEL DEACONESS MEDICAL CENTER,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW / RESEARCH FELLOW,Y,33010
602,CERTIFIED-WITHDRAWN,NORC,"SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR SAS PROGRAMMER ANALYST, SURVEY RESEARCH",Y,74693
603,CERTIFIED-WITHDRAWN,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPER II,Y,64397
604,CERTIFIED-WITHDRAWN,"AMERICAN INSITUTUTE OF MEDICAL SCIENCES, LLC","HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",HEALTH SPECIALTY INSTRUCTOR,Y,43430.4
605,CERTIFIED-WITHDRAWN,UNIVERSITY OF COLORADO,BIOCHEMISTS AND BIOPHYSICISTS,RESEARCH ASSOCIATE,Y,38292.8
606,CERTIFIED-WITHDRAWN,HARVARD UNIVERSITY,STATISTICIANS,RESEARCH ASSOCIATE,Y,66539
607,WITHDRAWN,CUMMINS EMISSION SOLUTIONS INC.,LOGISTICIANS,CUSTOMER SUPPORT EXCELLENCE LEADER,Y,67517
608,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,89232
609,CERTIFIED,"MINDWAVE SOLUTIONS, INC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,62234
610,CERTIFIED-WITHDRAWN,"LIVE NATION WORLDWIDE, INC.","COMPUTER OCCUPATIONS, ALL OTHER*",QA ENGINEER,Y,63981
611,CERTIFIED-WITHDRAWN,"SUNERA TECHNOLOGIES, INC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,61901
612,CERTIFIED-WITHDRAWN,"SIDEL, INC.",MECHANICAL ENGINEERS,MECHANICAL ENGINEER,Y,56181
613,WITHDRAWN,AMAZON CORPORATE LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER I,Y,71906
614,CERTIFIED-WITHDRAWN,UNIVERSITY OF MICHIGAN,MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS,INTRAOPERATIVE MONITORING NEUROMONITORIST,Y,37315
615,CERTIFIED-WITHDRAWN,"PERRIGO NEW YORK, INC.",INDUSTRIAL ENGINEERS,OPERATIONS COST ANALYST,Y,59051
616,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
617,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,84302
618,CERTIFIED-WITHDRAWN,PARADIGM INFO TECH INC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,Y,59488
619,CERTIFIED,PHILLIPS 66 COMPANY,"FINANCIAL SPECIALISTS, ALL OTHER","SENIOR ANALYST, RISK & REPORTING",Y,70387
620,CERTIFIED-WITHDRAWN,CALLAWAY GOLF COMPANY,COMPUTER SYSTEMS ANALYSTS,SENIOR PRINCIPAL SAP DEVELOPER,Y,94307
621,CERTIFIED-WITHDRAWN,"COMPUGROUP MEDICAL, INC.",COMPUTER SYSTEMS ANALYSTS,EHRS (ELECTRONIC HEALTH RECORD SOFTWARE) COORDINATOR,Y,63627
622,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
623,CERTIFIED-WITHDRAWN,NEW YORK UNIVERSITY HOSPITALS CENTER,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",PGY 1 CLINICAL RESIDENT,Y,48194
624,WITHDRAWN,BAYLOR COLLEGE OF MEDICINE,BIOCHEMISTS AND BIOPHYSICISTS,POSTDOCTORAL ASSOCIATE/FELLOW,Y,36795.2
625,CERTIFIED-WITHDRAWN,HBI INCORPORATED,FINANCIAL ANALYSTS,ANALYST,Y,62566
626,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",COMPUTER PROGRAMMERS,ANALYST,Y,52478
627,CERTIFIED-WITHDRAWN,JOHNS HOPKINS UNIVERSITY,STATISTICIANS,ASSISTANT PROFESSOR,Y,65146
628,CERTIFIED-WITHDRAWN,"V-SOFT CONSULTING GROUP, INC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,54080
629,CERTIFIED-WITHDRAWN,"COMPUTER AID, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DESIGNER II,Y,97614.4
630,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
631,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 3),Y,107099
632,CERTIFIED-WITHDRAWN,QUALCOMM INCORPORATED,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SENIOR SOFTWARE ENGINEER,Y,83595.2
633,WITHDRAWN,"BURO HAPPOLD, INC.",CIVIL ENGINEERS,FACADE ENGINEER,Y,60861
634,CERTIFIED,CHACE RESTAURANT GROUP INC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING RESEARCH ANALYST,Y,44636.8
635,WITHDRAWN,INTEL CORPORATION,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",COMPONENT DESIGN ENGINEER,Y,81307
636,WITHDRAWN,INTEL MASSACHUSETTS,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,99147
637,WITHDRAWN,CYGTEC INC,COMPUTER SYSTEMS ANALYSTS,SAP-SD CONSULTANT,Y,53789
638,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,SPEECH SCIENTIST,Y,117728
639,WITHDRAWN,INTEL CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SYSTEMS ANALYST,Y,73394
640,WITHDRAWN,BAYLOR COLLEGE OF MEDICINE,BIOCHEMISTS AND BIOPHYSICISTS,SENIOR BIOINFORMATICS ANALYST,Y,36795.2
641,CERTIFIED-WITHDRAWN,BATTELLE,STATISTICIANS,POST DOCTORATE RESEARCH ASSOCIATE,Y,52354
642,CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,FINANCIAL ANALYSTS,ASSOCIATE,Y,88213
643,CERTIFIED-WITHDRAWN,"CISCO SYSTEMS, INC.",OPERATIONS RESEARCH ANALYSTS,PROGRAM MANAGER,Y,93330
644,CERTIFIED-WITHDRAWN,MAP-IT SOLUTIONS INC,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,67475
645,WITHDRAWN,ERICSSON INC.,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",TECHNICAL SUPPORT ENGINEER,Y,78775
646,CERTIFIED-WITHDRAWN,CHILDREN'S NATIONAL MEDICAL CENTER,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",POSTDOCTORAL RESEARCH FELLOW,Y,44533
647,CERTIFIED-WITHDRAWN,BETH ISRAEL DEACONESS MEDICAL CENTER,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW / RESEARCH FELLOW,Y,43389
648,CERTIFIED,VALUE CONSULTING LLC,COMPUTER SYSTEMS ANALYSTS,SOLUTIONS ARCHITECT,Y,67621
649,CERTIFIED-WITHDRAWN,PDM LLP,ACCOUNTANTS AND AUDITORS,STAFF AUDITOR,Y,59738
650,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,68578
651,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,61568
652,CERTIFIED-WITHDRAWN,OREGON STATE UNIVERSITY,SOIL AND PLANT SCIENTISTS,RESEARCH/EXTENSION VITICULTURALIST,Y,43347
653,CERTIFIED-WITHDRAWN,MIDMICHIGAN MEDICAL CENTER-MIDLAND,PHYSICAL THERAPISTS,PHYSICAL THERAPIST,Y,60424
654,CERTIFIED,"APEX REHAB SOLUTIONS, INC",PHYSICAL THERAPISTS,PHYSICAL THERAPIST,Y,61630
655,WITHDRAWN,THE UNIVERSITY OF HOUSTON,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",ASSISTANT PROFESSOR,Y,39790
656,CERTIFIED-WITHDRAWN,GOOGLE INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",PSO TECHNICAL ACCOUNT MANAGER,Y,99653
657,CERTIFIED-WITHDRAWN,WEST VIRGINIA UNIVERSITY,"CHEMISTRY TEACHERS, POSTSECONDARY",TEACHING ASSISTANT PROFESSOR,Y,37220
658,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
659,CERTIFIED-WITHDRAWN,SEARS HOLDINGS MANAGEMENT CORPORATION,MANAGEMENT ANALYSTS,PRODUCT ANALYST,Y,70429
660,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,68203
661,WITHDRAWN,"APTIMUS, INC.",WEB DEVELOPERS,WEB DEVELOPER,Y,69389
662,CERTIFIED-WITHDRAWN,TRUSTEES OF BOSTON UNIVERSITY,"GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",ICP-LASER-ABLATION SPECIALIST,Y,53019
663,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF CHICAGO,STATISTICIANS,BIOSTATISTICIAN,Y,45510
664,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",TEST ENGINEER,Y,84302
665,WITHDRAWN,"APP PHARMACEUTICALS, LLC",GENERAL AND OPERATIONS MANAGERS,"SENIOR PROJECT MANAGER, INNOVATION AND DEVELOPMENT",Y,90334
666,WITHDRAWN,UNIVERSITY OF KANSAS MEDICAL CENTER,GENERAL AND OPERATIONS MANAGERS,ASSITANT DIRECTOR,Y,54912
667,CERTIFIED-WITHDRAWN,W.M. RICE UNIVERSITY,"ELECTRICAL ENGINEERS, R&D",POST DOCTORAL RESEARCH ASSOCIATE,Y,31346
668,WITHDRAWN,CUMMINS INC.,ELECTRICAL ENGINEERS,SERVICE ENGINEER,Y,51459
669,CERTIFIED-WITHDRAWN,UNIVERSITY OF SAN DIEGO,"SOFTWARE DEVELOPERS, APPLICATIONS, NON R & D",SR. PROGRAMMER ANALYST,Y,73299
670,CERTIFIED-WITHDRAWN,OREGON STATE UNIVERSITY,HYDROLOGISTS,POST- DOCTORAL SCHOLAR,Y,47237
671,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,60507
672,CERTIFIED-WITHDRAWN,THE DONNA KARAN COMPANY LLC,FASHION DESIGNERS,"DESIGN MANAGER, FOOTWEAR",Y,100859
673,WITHDRAWN,"SOFTWARE AG USA, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING MANAGER,Y,83875
674,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (PRINCIPAL CONSULTANT),Y,82867
675,CERTIFIED-WITHDRAWN,"JOHNSON CONTROLS, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",PRINCIPAL ENGINEER/TECHNOLOGIST,Y,71198
676,CERTIFIED-WITHDRAWN,DISH NETWORK LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR ANALYST DEVELOPER,Y,76232
677,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,63877
678,CERTIFIED-WITHDRAWN,UNIVERSITY OF MICHIGAN,"SOCIAL SCIENTISTS AND RELATED WORKERS, ALL OTHER",RESEARCH AREA SPECIALIST INTERMEDIATE,Y,61277
679,CERTIFIED-WITHDRAWN,BRIGHAM AND WOMEN'S HOSPITAL,BIOMEDICAL ENGINEERS,BIOMEDICAL ENGINEER,Y,68910
680,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
681,CERTIFIED-WITHDRAWN,SPANSION LLC,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",MTS SYSTEMS DEVELOPMENT ENGINEER,Y,103709
682,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
683,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SOFTWARE ENGINEER (PRINCIPAL CONSULTANT),Y,72779
684,CERTIFIED-WITHDRAWN,ALLIANCE OF PROFESSIONALS AND CONSULTANTS INC,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS*,SYSTEMS PROGRAMMER,Y,62150
685,CERTIFIED-WITHDRAWN,"YOUSENDIT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,99653
686,WITHDRAWN,UNIVERSITY OF DELAWARE,"SOFTWARE DEVELOPERS, APPLICATIONS, NON R & D",PROGRAMMER ANALYST II,Y,51605
687,CERTIFIED-WITHDRAWN,CALIFORNIA INSTITUTE OF TECHNOLOGY,"MECHANICAL ENGINEERS, R&D",STAFF ENGINEER,Y,51106
688,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"MANAGERS, ALL OTHER",PRODUCT MANAGER,Y,89981
689,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
690,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
691,CERTIFIED-WITHDRAWN,NORTHWESTERN UNIVERSITY,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",RESEARCH ASSOCIATE,Y,38522
692,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,76378
693,WITHDRAWN,"BRANDWIZARD TECHNOLOGIES, INC.",COMPUTER PROGRAMMERS,ASSOCIATE WEB DEVELOPER,Y,52478
694,CERTIFIED-WITHDRAWN,"PROKARMA, INC.",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,51896
695,CERTIFIED-WITHDRAWN,THE J. DAVID GLADSTONE INSTITUTES,"LIFE SCIENTISTS, ALL OTHER",POSTDOCTORAL FELLOW,Y,38314
696,WITHDRAWN,"AMAZON FULFILLMENT SERVICES, INC.",OPERATIONS RESEARCH ANALYSTS,"SR. MANAGER, INVENTORY PLANNING",Y,104416
697,CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,COMPUTER SYSTEMS ANALYSTS,ASSISTANT VICE PRESIDENT,Y,74422
698,CERTIFIED-WITHDRAWN,"LORD, ABBETT & CO. LLC","SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR SOFTWARE ENGINEER,Y,108300
699,CERTIFIED-WITHDRAWN,"SPI MANAGEMENT SERVICES, LLC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,76378
700,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,71906
701,WITHDRAWN,"MCAFEE, INC.",SALES ENGINEERS,SALES SYSTEMS ENGINEER,Y,70158
702,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF CHICAGO,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",POSTDOCTORAL SCHOLAR,Y,38522
703,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,56784
704,CERTIFIED-WITHDRAWN,ERICSSON INC.,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",ENGINEER - SERVICES SOFTWARE,Y,52808
705,WITHDRAWN,"CRESTLINE HOTELS & RESORTS, LLC",FINANCIAL ANALYSTS,FINANCIAL ANALYST,Y,54392
706,WITHDRAWN,"JOHNSON CONTROLS, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE TEST ENGINEER,Y,46176
707,CERTIFIED-WITHDRAWN,TEXAS TRANSPORTATION INSTITUTE,MANAGEMENT ANALYSTS,ASSOCIATE RESEARCH SPECIALIST,Y,47902
